learning rate,GIN_num_layers,GIN_hidden_dim,train_patience,numL,numK
0.05,2,8,5,10,1
run,epoch,train_loss,train_acc,valid_loss,valid_acc,test_loss,test_acc,epoch_duration,run_duration
0,0,108.91074148491025,2.375,0.2461509622633457,0.0,0.24719086587429046,0.0,5.613790512084961,_
0,1,1.6310413613915444,2.375,0.24502500221133233,0.0,0.24503087773919105,0.0,4.969482660293579,_
0,2,1.9995512150228023,2.375,0.25265764594078066,0.0,0.26490653976798056,0.0,5.053658723831177,_
0,3,0.4146774910390377,2.25,0.25192173644900323,0.0,0.2558930732309818,0.05,4.994605541229248,_
0,4,0.7215600702911615,2.125,0.25275640934705734,0.0,0.2585501097142696,0.0,4.95440673828125,_
0,5,0.33288673050701617,2.075,0.27211198285222055,0.0,0.2832957483828068,0.0,5.089555740356445,_
0,6,0.3310719858855009,2.0,0.25678751319646836,0.0,0.27120410203933715,0.05,4.966660737991333,_
0,_,0.3310719858855009,2.0,0.25678751319646836,0.0,0.27120410203933715,0.05,_,54.38931488990784
1,0,222.30735634453595,2.225,0.24567165672779084,0.0,0.24502475634217263,0.0,4.989375352859497,_
1,1,2.0546837881207467,2.225,0.24502473697066307,0.0,0.2477232940495014,0.0,4.962080240249634,_
1,2,0.42078904844820497,2.1,0.2454820193350315,0.0,0.2462682917714119,0.0,4.937819480895996,_
