learning rate,GIN_num_layers,GIN_hidden_dim,train_patience,numL,numK
0.01,2,8,5,10,1
run,epoch,train_loss,train_acc,valid_loss,valid_acc,test_loss,test_acc,epoch_duration,run_duration
0,0,289.7023622393608,0.58,0.02449135733768344,1.0,0.024491177406162024,1.0,5.657286882400513,_
0,1,11.928673672676087,0.78,0.024497385416179896,0.97,0.02449729321524501,0.87,4.981356143951416,_
0,2,0.8995333949569613,0.67,0.02493585841730237,0.62,0.025106118898838757,0.57,5.089223384857178,_
0,3,1.3561684692278504,0.595,0.024502039421349764,0.93,0.024666338600218295,0.91,5.047540903091431,_
0,4,1.4383668065536768,0.54,0.04155270596966147,0.58,0.06195506164804101,0.47,4.9827258586883545,_
0,5,0.2430914418771863,0.515,0.02666178550571203,0.59,0.02920027244836092,0.5,5.127278804779053,_
0,_,0.2430914418771863,0.515,0.02666178550571203,0.59,0.02920027244836092,0.5,_,47.15286564826965
1,0,939.7496885927394,0.595,0.02450200729072094,0.99,0.02450196649879217,0.99,4.993901014328003,_
1,1,8.55554408011958,0.805,0.024502498842775822,0.95,0.02450249930843711,0.96,4.939604997634888,_
1,2,1.110836478183046,0.705,0.02656395686790347,0.87,0.024502510763704778,0.87,4.908052921295166,_
1,3,0.3384917771909386,0.53,0.03518260102719069,0.74,0.03202943280339241,0.73,5.007872104644775,_
1,4,0.368599872617051,0.53,0.03504462316632271,0.57,0.03597837053239346,0.58,4.931342601776123,_
1,5,0.16290426910854877,0.48,0.02795884422957897,0.51,0.028061567060649394,0.59,4.940712928771973,_
1,_,0.16290426910854877,0.48,0.02795884422957897,0.51,0.028061567060649394,0.59,_,45.94096064567566
2,0,283.3541448406875,0.545,0.024502519518136978,0.97,0.024502517841756343,0.97,4.8574302196502686,_
2,1,7.068010023562238,0.78,0.02450250703841448,0.83,0.024502506107091905,0.77,5.053411245346069,_
2,2,1.3834436687175184,0.665,0.02499582013115287,0.82,0.024596326425671576,0.77,4.872122049331665,_
2,3,0.4458782897330821,0.57,0.028948248364031315,0.48,0.03698062682524324,0.47,4.855734825134277,_
2,4,0.13533072369173169,0.55,0.028854012582451107,0.53,0.026123915147036315,0.55,4.857598543167114,_
2,5,0.3014632431790233,0.595,0.05037743048742414,0.46,0.06282400377094746,0.46,4.860712289810181,_
2,6,0.18881086325272917,0.57,0.030837480910122395,0.48,0.028018123283982278,0.47,5.097995281219482,_
2,_,0.18881086325272917,0.57,0.030837480910122395,0.48,0.028018123283982278,0.47,_,53.14475893974304
3,0,611.7459005527198,0.625,0.024502531345933675,1.0,0.024502538423985244,0.99,4.930500507354736,_
3,1,6.693410384748131,0.81,0.02450252715498209,0.77,0.02450252454727888,0.84,5.019319772720337,_
3,2,0.6065444211009889,0.73,0.02450247621163726,0.64,0.024598492961376905,0.68,5.039831876754761,_
3,3,0.1419191681779921,0.535,0.025727507565170525,0.68,0.02519632540643215,0.71,5.019596338272095,_
3,4,0.15317469388246535,0.51,0.02640729947015643,0.49,0.026692146435379982,0.55,5.008293390274048,_
3,5,0.10302467844448984,0.49,0.026747885532677172,0.49,0.030316029023379088,0.54,5.288998126983643,_
3,6,0.10704281385987997,0.505,0.0456074483692646,0.49,0.04308826103806496,0.54,5.009565353393555,_
3,7,0.08660274003632366,0.49,0.025528694596141578,0.54,0.024675540812313556,0.58,5.029163360595703,_
3,_,0.08660274003632366,0.49,0.025528694596141578,0.54,0.024675540812313556,0.58,_,61.851892709732056
4,0,422.656558490498,0.58,0.024502533208578824,0.98,0.02450252715498209,0.99,5.017049312591553,_
4,1,3.292588096112013,0.86,0.024502457212656738,0.86,0.024502434115856887,0.84,5.013107776641846,_
4,2,0.20016792919486762,0.695,0.024745887517929076,0.73,0.025511201191693544,0.62,5.068476915359497,_
4,3,0.09359717215411364,0.585,0.024592097289860247,0.65,0.024917570780962704,0.56,5.015325307846069,_
4,4,0.08308967570774257,0.515,0.030941493809223175,0.56,0.03405057089403272,0.49,5.3643786907196045,_
4,5,0.06386594357900321,0.5,0.033882734924554826,0.55,0.03545875055715442,0.46,5.049478530883789,_
4,6,0.06095547899603844,0.495,0.03586062770336866,0.55,0.032056433893740174,0.46,5.060367822647095,_
4,_,0.06095547899603844,0.495,0.03586062770336866,0.55,0.032056433893740174,0.46,_,54.35008120536804
