learning rate,GIN_num_layers,GIN_hidden_dim,train_patience,numL,numK
0.0008,2,8,10,10,1
5,10,3,11,11
run,epoch,train_loss,train_acc,valid_loss,valid_acc,test_loss,test_acc,epoch_duration,run_duration
0,0,166629.198046875,0.5175,122890.344140625,0.52,140451.334375,0.515,7.374277114868164,_
0,1,162309.937109375,0.5175,23107.09120874405,0.785,41195.007104492186,0.75,6.773181438446045,_
0,2,165467.74140625,0.5175,111326.1916015625,0.51,121435.23046875,0.5,6.66087794303894,_
0,3,166654.53857421875,0.5175,94695.32822265624,0.53,115434.24921875,0.505,6.707484483718872,_
0,4,168855.06767578126,0.5175,138319.721484375,0.495,153945.97734375,0.475,7.0254597663879395,_
0,5,175272.30703125,0.5175,84725.00625,0.56,102898.76796875,0.54,6.930285692214966,_
0,6,175503.3013671875,0.5175,103310.3119140625,0.515,121244.297265625,0.515,6.976606607437134,_
0,7,176412.294921875,0.5175,221366.357421875,0.495,226961.44921875,0.47,6.786755561828613,_
0,8,179993.62998046874,0.5175,57758.005126953125,0.625,80560.9623046875,0.59,6.743087530136108,_
0,9,183801.418359375,0.5175,153511.662109375,0.495,165449.64609375,0.475,6.865488290786743,_
0,10,185556.64267578124,0.5175,82870.1646484375,0.55,104336.17421875,0.525,6.851754665374756,_
0,11,177589.914453125,0.5175,94670.84326171875,0.535,114788.959375,0.51,6.676246404647827,_
0,_,177589.914453125,0.5175,94670.84326171875,0.535,114788.959375,0.51,_,125.09953904151917
1,0,116704.13134765625,0.53,85445.04921875,0.485,88625.6609375,0.545,6.725372314453125,_
1,1,83531.39970703125,0.58,59206.7880859375,0.575,62618.52280273438,0.61,6.61296272277832,_
1,2,74327.14331054688,0.63,53347.975366210936,0.62,57771.630078125,0.62,6.976211309432983,_
1,3,70165.13310546875,0.65,53284.29201660156,0.62,60077.881640625,0.61,6.992918252944946,_
1,4,67628.5275390625,0.655,53112.696459960935,0.605,61051.43178710937,0.62,6.885993003845215,_
1,5,66879.52348632812,0.6425,48801.27794189453,0.62,55361.159985351565,0.62,6.840638160705566,_
1,6,65619.82958984375,0.64,52481.435375976565,0.6,61774.4578125,0.615,6.909897565841675,_
1,7,64377.43984375,0.6325,53027.52890625,0.595,63047.24365234375,0.615,6.779173851013184,_
1,8,63353.786376953125,0.63,52142.25388183594,0.595,62318.07163085938,0.615,7.001664876937866,_
1,9,62274.21611328125,0.63,57434.57763671875,0.565,67853.9224609375,0.605,6.777909994125366,_
1,10,61574.31918945313,0.63,50905.58405761719,0.6,62330.16108398438,0.61,6.746519565582275,_
1,11,60893.96206054687,0.6325,58000.83725585938,0.575,69082.61318359376,0.61,6.738255739212036,_
1,12,60449.30063476563,0.6325,53196.22700195313,0.59,65310.9103515625,0.61,6.781045436859131,_
1,13,60127.79145507813,0.6325,55499.1017578125,0.575,67621.86586914063,0.61,7.226124286651611,_
1,14,59942.7982421875,0.63,53613.35561523437,0.58,66414.6888671875,0.61,6.857443809509277,_
1,15,59849.58354492187,0.63,53120.60556640625,0.585,66235.31806640625,0.61,6.763322114944458,_
1,_,59849.58354492187,0.63,53120.60556640625,0.585,66235.31806640625,0.61,_,165.71696257591248
2,0,110902.47387695312,0.5275,91366.44916992188,0.49,89101.37224121093,0.54,6.798828601837158,_
2,1,79518.36611328126,0.5675,73530.33525390625,0.52,74450.42543945313,0.585,6.837132930755615,_
2,2,72134.7977355957,0.5925,65564.89638671876,0.545,69264.50112304688,0.595,6.775609970092773,_
2,3,68669.5187133789,0.615,62579.87934570313,0.58,67222.2649169922,0.62,6.7540905475616455,_
2,4,67308.40520019531,0.615,61322.25239257813,0.585,66528.08962402344,0.64,6.753291845321655,_
2,5,66907.87064208984,0.62,60848.04897460937,0.585,66404.69893798829,0.65,6.802642583847046,_
2,6,66581.66996459961,0.6225,60940.528125,0.585,66423.3328125,0.65,6.774614095687866,_
2,7,66525.771875,0.625,60849.779052734375,0.585,66407.04189453126,0.66,6.788243293762207,_
