learning rate,GIN_num_layers,GIN_hidden_dim,train_patience,numL,numK
0.002,2,8,10,10,1
8,6,3,7,13
run,epoch,train_loss,train_acc,valid_loss,valid_acc,test_loss,test_acc,epoch_duration,run_duration
0,0,127351.57314453126,0.4925,110098.5525390625,0.535,116308.49826660156,0.51,6.775408983230591,_
0,1,120474.3267578125,0.5,102037.1412109375,0.545,106652.05507583618,0.52,6.2933189868927,_
0,2,113811.84423828125,0.5,94232.6443359375,0.545,96505.72140645981,0.525,6.252631902694702,_
0,3,108354.61977539063,0.5075,87461.87548828125,0.545,88572.72277584075,0.53,6.2716310024261475,_
0,4,104752.172265625,0.515,84055.53037109374,0.545,83906.23449621201,0.535,6.439264297485352,_
0,5,102312.360546875,0.52,81891.3099609375,0.545,81028.62346286773,0.54,6.2046284675598145,_
0,6,100493.61743164062,0.52,80635.21162109375,0.55,79327.10842456817,0.545,6.422740697860718,_
0,7,99155.7193359375,0.5225,80218.23046875,0.55,78578.2857700348,0.545,6.2075111865997314,_
0,8,98204.34526367187,0.5225,78431.98271484375,0.55,77118.23040132523,0.545,6.175130367279053,_
0,9,97473.63955078126,0.5225,79214.22724609375,0.55,77356.87923107148,0.545,6.22757625579834,_
0,10,96892.4265625,0.5225,79749.794140625,0.55,77455.08782567977,0.545,6.17895245552063,_
0,11,96348.6220703125,0.5275,78644.0427734375,0.55,76704.70892009736,0.545,6.269523859024048,_
0,12,95833.5771484375,0.53,78710.97041015625,0.55,76581.25609054565,0.545,6.278299570083618,_
0,13,95458.37563476563,0.53,77759.22216796875,0.55,75803.61908082962,0.545,6.265577793121338,_
0,14,95043.79975585938,0.5325,77833.54091796876,0.55,75673.42093791961,0.545,6.264493227005005,_
0,15,94743.80708007813,0.53,78079.7291015625,0.55,75643.55824365615,0.55,6.6265175342559814,_
0,16,94369.35068359374,0.53,77787.550390625,0.55,75248.4305111885,0.55,6.252709150314331,_
0,17,93993.22041015625,0.53,78144.7826171875,0.55,75326.73373432159,0.55,6.309024810791016,_
0,18,93661.46533203125,0.53,78347.01982421875,0.55,75178.16088447571,0.55,6.3407883644104,_
0,19,93274.28061523437,0.53,78310.5869140625,0.55,74917.71391296387,0.55,6.269043684005737,_
0,20,92857.75673828126,0.5325,77975.32451171875,0.55,74469.00180530548,0.55,6.538575887680054,_
0,21,92530.023828125,0.535,77982.5853515625,0.55,74284.5926279068,0.55,6.246195554733276,_
0,22,92182.70229492188,0.535,77840.8208984375,0.55,74029.3919459343,0.55,6.337071180343628,_
0,23,91840.23920898438,0.5375,77844.36748046875,0.555,73832.72036457062,0.55,6.258766412734985,_
0,_,91840.23920898438,0.5375,77844.36748046875,0.555,73832.72036457062,0.55,_,227.9357213973999
